sequence,phrase,normalized_phrase,introduced_level,evidence_route,form_evidence,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,minimum_lexical_level,editorial_status,human_review_claimed
178,in hand,in hand,senior_high,approved_dictionary_candidate_pool,OEWN,in_hand%4:02:00::,false,13,junior,selected_for_cross_level_review,false
179,in place,in place,senior_high,approved_dictionary_candidate_pool,OEWN,in_place%4:02:00::,false,16,junior,selected_for_cross_level_review,false
180,in turn,in turn,senior_high,approved_dictionary_candidate_pool,OEWN,in_turn%4:02:00::,false,11,junior,selected_for_cross_level_review,false
181,no longer,no longer,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,67,manual_stage_check,selected_for_cross_level_review,false
182,rather than,rather than,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,42,manual_stage_check,selected_for_cross_level_review,false
183,as a result,as a result,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,13,manual_stage_check,selected_for_cross_level_review,false
184,as if,as if,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,47,manual_stage_check,selected_for_cross_level_review,false
185,even though,even though,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,20,manual_stage_check,selected_for_cross_level_review,false
186,instead of,instead of,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,76,manual_stage_check,selected_for_cross_level_review,false
187,because of,because of,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,102,manual_stage_check,selected_for_cross_level_review,false
188,thanks to,thanks to,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,14,manual_stage_check,selected_for_cross_level_review,false
189,take action,take action,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,3,manual_stage_check,selected_for_cross_level_review,false
190,make a difference,make a difference,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,3,manual_stage_check,selected_for_cross_level_review,false
191,deal with,deal with,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,26,manual_stage_check,selected_for_cross_level_review,false
192,lead to,lead to,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,55,manual_stage_check,selected_for_cross_level_review,false
193,result in,result in,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,8,manual_stage_check,selected_for_cross_level_review,false
194,refer to,refer to,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,13,manual_stage_check,selected_for_cross_level_review,false
195,apply for,apply for,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,manual_stage_check,selected_for_cross_level_review,false
196,in a way,in a way,senior_high,approved_dictionary_candidate_pool,OEWN,in_a_way%4:02:00::,false,9,junior,selected_for_cross_level_review,false
197,be based on,be based on,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,2,manual_stage_check,selected_for_cross_level_review,false
198,real life,real life,senior_high,approved_dictionary_candidate_pool,OEWN,real_life%1:09:00::,false,15,junior,selected_for_cross_level_review,false
199,be related to,be related to,senior_high,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,manual_stage_check,selected_for_cross_level_review,false
200,social media,social media,senior_high,approved_dictionary_candidate_pool,OEWN,social_media%1:10:01::,false,34,cet4,selected_for_cross_level_review,false
